title,year,genres,director,cast,keywords,overview,tagline,vote_average,vote_count,runtime,popularity,id,genres_token,director_token,original_language
Lake of Fire,2006,Documentary,Tony Kaye,Noam Chomsky Bill Baird Flip Benham,,An unflinching look at the how the battle over abortion rights has played out in the United States over the last 15 years,Exploring the Issue that Divides the World,8.0,10,152.0,0.4757479999999999,44260,Documentary,TonyKaye,en
11:14,2003,Crime Drama Thriller,Greg Marcks,Henry Thomas Blake Heron Barbara Hershey Hilary Swank Clark Gregg,alcohol sex robbery secret gun,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,Fate can change in seconds.,6.8,206,86.0,15.048067,9282,Crime Drama Thriller,GregMarcks,en
Men of War,1994,Action Thriller,Perry Lang,Dolph Lundgren Charlotte Lewis BD Wong Tim Guinee Catherine Bell,asia island mercenary independent film jungle,"Nick Gunar is a burnt-out, jaded and hard-up former mercenary who is having a difficult time adjusting to civilian life. At the end of his rope, he is hired by the Nitro Mine Corporation to strong-arm the natives of a South China Sea island into giving up their rights to its valuable mineral resources. Nick loathes the thought of another mission, but this seemingly easy job will earn him enough money to get back with his estranged family. He recruits some of his former mercenary buddies to help him with the job. The island people refuse to give up their land and Nick decides to help them fight the greedy corporation that hired him. As greed and treachery begin to unravel, Nick's band of mercenaries choose sides.","Killers for hire are paid for what they can do, not for what they believe... until today.",5.4,29,103.0,1.734764,38940,Action Thriller,PerryLang,en
Don McKay,2009,Crime Mystery Thriller,Jake Goldberger,Thomas Haden Church Elisabeth Shue Melissa Leo M. Emmet Walsh Keith David,independent film,Everything appears off-kilter when a man returns to his hometown after 25 years to visit his former lover.,Some secrets are better left buried.,5.4,21,87.0,1.4964540000000002,35689,Crime Mystery Thriller,JakeGoldberger,en
Deadfall,2012,Crime Drama Thriller,Stefan Ruzowitzky,Eric Bana Olivia Wilde Charlie Hunnam Patrick Kerton Kris Kristofferson,partner murder on the run fugitive crime,"A thriller that follows two siblings who decide to fend for themselves in the wake of a botched casino heist, and their unlikely reunion during another family's Thanksgiving celebration.",Twisty thriller... a wild ride.,5.6,224,95.0,10.19041,97614,Crime Drama Thriller,StefanRuzowitzky,en
A Shine of Rainbows,2009,Drama Family,Vic Sarin,Connie Nielsen Aidan Quinn John Bell Tara Alice Scully Niamh Shaw,orphan rainbow,"An orphaned boy named Tomás is adopted by Maire O’Donnell to live on a whimsical Irish isle filled with new friends, secret caves and a lost baby pup seal stranded on the coast. But when Maire's reluctant husband Alec refuses to accept Tomás as his own son, the boy drifts down a fateful path of adventure and self-discovery, illuminating how rainbows can shine around - and within - us all.",An abandoned child brings the colors of love into their lives.,6.3,14,101.0,12.099486,37206,Drama Family,VicSarin,en
The Hit List,2011,Action Thriller,William Kaufman,Cuba Gooding Jr. Cole Hauser Jonathan LaPaglia Ginny Weirick Sean Cook,,A disgruntled man creates a hit list with a stranger during a drunken night out and must then race to try to save those he marked for extermination as the bodies begin to pile up and all fingers point to him.,Who's on your list?,5.2,73,90.0,4.957014,58626,Action Thriller,WilliamKaufman,en
Emma,2009,Romance Comedy Drama,Jim O'Hanlon,Romola Garai Michael Gambon Jonny Lee Miller Louise Dylan Blake Ritson,,"Emma Woodhouse seems to be perfectly content, a loving father whom she cares for, friends, and a home. But Emma has a terrible habit - matchmaking. She cannot resist finding suitors for her friends, most of all Harriet Smith. Emma is desperate for Harriet to find happiness, but every suitor she finds for her friend ends up attracted to Emma herself. But is Emma so focused on Harriet's happiness that she is not considering her own happiness in love?",,7.6,38,240.0,2.135689,183894,Romance Comedy Drama,JimO'Hanlon,en
Videodrome,1983,Horror Mystery Science Fiction,David Cronenberg,James Woods Sonja Smits Deborah Harry Peter Dvorsky Jack Creley,suicide tv show hallucination tv station radio presenter,A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,First it controls your mind. Then it destroys your body.,7.1,454,87.0,18.119265,837,Horror Mystery ScienceFiction,DavidCronenberg,en
The Spanish Apartment,2002,Drama Comedy Romance,C\u00e9dric Klapisch,Romain Duris Audrey Tautou Kelly Reilly C\u00e9cile de France Cristina Brondo,paris barcelona spain alcohol roommate single,"A strait-laced French student moves into an apartment in Barcelona with a cast of six other characters from all over Europe. Together, they speak the international language of love and friendship.","They came from Paris, Rome, London and Berlin to... the Spanish Apartment... where a year can change a lifetime.",7.0,266,122.0,13.034602,1555,Drama Comedy Romance,C\u00e9dricKlapisch,fr
Song One,2014,Drama,Kate Barker-Froyland,Anne Hathaway Johnny Flynn Mary Steenburgen Ben Rosenfield Lola Kirke,woman director,"Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",A moment can change everything.,5.5,87,86.0,6.3492180000000005,244783,Drama,KateBarker-Froyland,en
Winter in Wartime,2008,Drama History War,Martin Koolhoven,Martijn Lakemeier Melody Klaver Yorick van Wageningen Jamie Campbell Bower Raymond Thiry,netherlands world war ii,"During World War II in the freezing Netherlands winter of 1944/1945 the western Netherlands are in the grip of a famine.  Many people move east to provide for their families. Fourteen year old Michiel can't wait to join the Dutch resistance, to the dismay of his father, who, as mayor, works to prevent escalations in the village.","In 1945 Holland, a boy must choose between good and evil.",6.8,66,103.0,5.013575,16564,Drama History War,MartinKoolhoven,nl
Freaky Deaky,2012,Comedy,Charles Matthau,Christian Slater Michael Jai White Crispin Glover Billy Burke Breanne Racano,bomb squad ex-fugitive freaky,"Set in 1974, a pair of '60s radicals rely on their bomb-making skills on their way to becoming capitalists.",Crime is such a trippy thing,4.9,18,90.0,4.448353,168027,Comedy,CharlesMatthau,en
The Train,1964,Action Drama Thriller War,John Frankenheimer,Burt Lancaster Paul Scofield Jeanne Moreau Suzanne Flon Michel Simon,paris france world war ii nazis hijacking of train,"As the Allied forces approach Paris in August 1944, German Colonel Von Waldheim is desperate to take all of France's greatest paintings to Germany. He manages to secure a train to transport the valuable art works even as the chaos of retreat descends upon them. The French resistance however wants to stop them from stealing their national treasures but have received orders from London that they are not to be destroyed. The station master, Labiche, is tasked with scheduling the train and making it all happen smoothly but he is also part of a dwindling group of resistance fighters tasked with preventing the theft. He and others stage an elaborate ruse to keep the train from ever leaving French territory.","It carried their hopes, their nation's honour!",7.2,72,133.0,4.49029,3482,Action Drama Thriller War,JohnFrankenheimer,en
Trade Of Innocents,2012,Drama Thriller,Christopher Bessette,Dermot Mulroney Mira Sorvino John Billingsley Trieu Tran Ki\u1ec1u Chinh,,"In the back streets of a tourist town in present-day Southeast Asia, we find a filthy cinder block room; a bed with soiled sheets; a little girl waits for the next man. Alex (Dermot Mulroney), a human trafficking investigator, plays the role of her next customer as he negotiates with the pimp for the use of the child. Claire (Mira Sorvino), Alex's wife, is caught up in the flow of her new life in Southeast Asia and her role as a volunteer in an aftercare shelter for rescued girls where lives of local neighborhood girl's freedoms and dignity are threatened. Parallel story lines intertwine and unfold twists against the backdrop of the dangerous human trafficking world, in a story of struggle, life, hope and redemption in the ""TRADE of INNOCENTS.""",Justice needs a hero,5.5,12,91.0,2.204138,135595,Drama Thriller,ChristopherBessette,en
The Protector,2005,Action Crime Drama Thriller,Prachya Pinkaew,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Xing Jing Nathan Jones,buddhism elephant sydney australia fighter,"In Bangkok, the young Kham was raised by his father in the jungle with elephants as members of their family. When his old elephant and the baby Kern are stolen by criminals, Kham finds that the animals were sent to Sidney. He travels to Australia, where he locates the baby elephant in a restaurant owned by the evil Madame Rose, the leader of an international Thai mafia. With the support of the efficient Thai sergeant Mark, who was involved in a conspiracy, Kham fights to rescue the animal from the mobsters.",Vengeance Knows No Mercy,6.8,167,108.0,11.81832,8982,Action Crime Drama Thriller,PrachyaPinkaew,th
Stiff Upper Lips,1998,Comedy,Gary Sinyor,Georgina Cates Peter Ustinov Prunella Scales Samuel West Sean Pertwee,italy victorian england young woman,"Stiff Upper Lips is a broad parody of British period films, especially the lavish Merchant-Ivory productions of the 'eighties and early 'nineties. Although it specifically targets A Room with a View, Chariots of Fire, Maurice, A Passage to India, and many other films, in a more general way Stiff Upper Lips satirises popular perceptions of certain Edwardian traits: propriety, sexual repression, xenophobia, and class snobbery.",,10.0,1,99.0,0.356495,89861,Comedy,GarySinyor,en
Bend It Like Beckham,2002,Comedy Drama Romance,Gurinder Chadha,Parminder Nagra Keira Knightley Jonathan Rhys Meyers Anupam Kher Shaheen Khan,london england tradition indian lead culture clash immigration,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.","Sometimes, to follow your dreams... you've got to bend the rules!",6.2,578,112.0,22.054546,455,Comedy Drama Romance,GurinderChadha,en
Sunshine State,2002,Drama,John Sayles,Alan King Angela Bassett Timothy Hutton Mary Steenburgen Clifton James,independent film,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",Greetings from ...,6.0,10,141.0,4.245123,57022,Drama,JohnSayles,en
Crossover,2006,Action Adventure Drama,Preston A. Whitmore II,Anthony Mackie Marcello Thedford Allen Payne Wesley Jonathan Wayne Brady,street gang black people sport high school sports,"The clock strikes midnight, money changes hands, the crowd is on their feet, and the court is alive with fast-paced razzle-dazzle basketball. These players don't play for a school or a pro team. They play for the street and it's underground...way underground.",,4.2,10,95.0,3.201886,14351,Action Adventure Drama,PrestonA.WhitmoreII,en
Khiladi 786,2012,Action Comedy,Ashish R. Mohan,Akshay Kumar Asin Thottumkal Himesh Reshammiya Mithun Chakraborty Raj Babbar,,The 8th installment in the Khiladi series.,,4.7,11,139.0,0.114342,147767,Action Comedy,AshishR.Mohan,en
[REC]²,2009,Thriller Horror,Jaume Balaguer\u00f3,Manuela Velasco Ferran Terraza Claudia Silva Javier Botet Pablo Rosso,religion and supernatural blood sample occult swat team gas mask,"The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",Fear Revisited,6.4,489,85.0,22.341462,10664,Thriller Horror,JaumeBalaguer\u00f3,es
Standing Ovation,2010,Comedy Music Family,Stewart Raffill,Kayla Jackson Kayla Raparelli Sal Dupree Al Sapienza Alexis Biesiada,,A group of young girls is competing in a nation teen music video competition.,Dance - Sing - Dream,3.9,6,105.0,0.3059219999999999,55567,Comedy Music Family,StewartRaffill,en
The Sting,1973,Comedy Crime Drama,George Roy Hill,Paul Newman Robert Redford Robert Shaw Charles Durning Ray Walston,chicago bet horse race repayment con man,Set in the 1930's this intricate caper deals with an ambitious small-time crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang.,...all it takes is a little confidence.,7.9,622,129.0,28.500913,9277,Comedy Crime Drama,GeorgeRoyHill,en
Chariots of Fire,1981,Drama History,Hugh Hudson,Ben Cross Ian Charleson Cheryl Campbell Alice Krige Nigel Havers,underdog scotland jewry patriotism olympic games,The true story of British athletes preparing for and competing in the 1924 Summer Olympics.,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",6.8,207,123.0,10.439971,9443,Drama History,HughHudson,en
Diary of a Mad Black Woman,2005,Comedy Drama Romance,Darren Grant,Kimberly Elise Steve Harris Tyler Perry Shemar Moore Vickie Eng,,"Charles McCarter and his wife Helen are about to celebrate their 18th-wedding anniversary when Helen comes home to find her clothes packed up in a U-Haul van parked in the driveway. Charles is divorcing Her. Helen moves in with her grandmother Madea, an old woman who doesn't take any lip from anyone. Madea helps Helen through these tough times by showing her what is really important in life.",Time heals the heart. Faith heals the rest.,6.4,71,116.0,3.784535,16186,Comedy Drama Romance,DarrenGrant,en
Shine,1996,Drama,Scott Hicks,Geoffrey Rush Noah Taylor Armin Mueller-Stahl Justin Braine Sonia Todd,letter jumping child prodigy pool pianist,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",A true story of the mystery of music and the miracle of love,7.3,131,105.0,10.396305,7863,Drama,ScottHicks,en
Don Jon,2013,Romance Comedy Drama,Joseph Gordon-Levitt,Joseph Gordon-Levitt Scarlett Johansson Julianne Moore Tony Danza Glenne Headly,pornography sex sex addiction male female relationship internet porn,"A New Jersey guy dedicated to his family, friends, and church, develops unrealistic expectations from watching porn and works to find happiness and intimacy with his potential true love.",Everyone loves a happy ending.,5.9,1671,90.0,33.296684,138697,Romance Comedy Drama,JosephGordon-Levitt,en
High Plains Drifter,1973,Western,Clint Eastwood,Clint Eastwood Verna Bloom Marianna Hill Mitchell Ryan Jack Ging,gunslinger desperation outlaw,"A gunfighting stranger comes to the small settlement of Lago. After gunning down three gunmen who tried to kill him, the townsfolk decide to hire the Stranger to hold off three outlaws who are on their way.",Welcome to Hell,7.4,278,105.0,19.127239000000007,11901,Western,ClintEastwood,en
Ghost World,2001,Comedy Drama,Terry Zwigoff,Thora Birch Scarlett Johansson Steve Buscemi Brad Renfro Bob Balaban,high school friends art class record collector plaster personal ad,"A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.",Accentuate the negative.,7.1,426,111.0,14.072941,1548,Comedy Drama,TerryZwigoff,en
Iris,2001,Drama Romance,Richard Eyre,Judi Dench Jim Broadbent Kate Winslet Hugh Bonneville Penelope Wilton,based on novel new love love of one's life retiree aging,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",,6.2,47,91.0,2.714043,11889,Drama Romance,RichardEyre,en
Galaxina,1980,Comedy Science Fiction,William Sachs,Dorothy Stratten Stephen Macht Avery Schreiber Lionel Mark Smith J.D. Hinton,android harley davidson cryogenics space travel love,"Galaxina is a lifelike, voluptuous android who is assigned to oversee the operations of an intergalactic Space Police cruiser captained by incompetent Cornelius Butt. When a mission requires the ship's crew to be placed in suspended animation for decades, Galaxina finds herself alone for many years, developing emotions and falling in love with the ship's pilot, Thor.",She's too good to be true...and too real to be otherwise.,3.3,16,95.0,2.141143,33155,Comedy ScienceFiction,WilliamSachs,en
The Chorus,2004,Drama,Christophe Barratier,G\u00e9rard Jugnot Fran\u00e7ois Berl\u00e9and Kad Merad Jean-Paul Bonnaire Marie Bunel,penalty choir diary musical boy's choir,"Set in 1940's France, a new teacher at a school for disruptive boys gives hope and inspiration.",,7.5,526,96.0,20.982455,5528,Drama,ChristopheBarratier,fr
Mambo Italiano,2003,Comedy Romance,\u00c9mile Gaudreault,Luke Kirby Ginette Reno Paul Sorvino Mary Walsh Peter Miller,gay father son relationship sex italo-american lovesickness,"A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",Things change. Family doesn't.,5.6,28,92.0,2.080741,321,Comedy Romance,\u00c9mileGaudreault,en
Wonderland,2003,Crime Drama Mystery Thriller,James Cox,Val Kilmer Dylan McDermott Kate Bosworth Josh Lucas Lisa Kudrow,robbery junkie investigation porno star murder,"On the afternoon of July 1, 1981, Los Angeles police responded to a distress call on Wonderland Avenue and discovered a grisly quadruple homicide. The police investigation that followed uncovered two versions of the events leading up to the brutal murders - both involving legendary porn actor John Holmes. You're about to experience both versions.","Sex, drugs, murder. Welcome to L.A.",6.2,73,104.0,7.79068,4997,Crime Drama Mystery Thriller,JamesCox,en
Do the Right Thing,1989,Drama,Spike Lee,Danny Aiello Ossie Davis Ruby Dee Richard Edson Giancarlo Esposito,black people italo-american police brutality sun glasses culture clash,"On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.","It's the hottest day of the summer. You can do nothing, you can do something, or you can...",7.6,292,120.0,15.580335,925,Drama,SpikeLee,en
Harvard Man,2001,Drama,James Toback,Sarah Michelle Gellar Adrian Grenier Joey Lauren Adams Eric Stoltz Rebecca Gayheart,gambling sex college basketball mafia,"College has always been a time for experimentation, sexual, cultural and otherwise. ""Harvard Man"" plays out against a background of love, sex, basketball, crime and experimentation. Action and philosophy in young people's quest to discover their true identity.","Passion, Seduction, Deception.",4.8,15,99.0,5.336243,27451,Drama,JamesToback,en
Le Havre,2011,Drama Comedy,Aki Kaurism\u00e4ki,Andr\u00e9 Wilms Kati Outinen Blondin Miguel Elina Salo Evelyne Didi,poverty policeman shoe shiner northern france,"Marcel Marx, a former bohemian and struggling author, has given up his literary ambitions and relocated to the port city Le Havre. He leads a simple life based around his wife Arletty, his favourite bar and his not too profitable profession as a shoeshiner. As Arletty suddenly becomes seriously ill, Marcel's path crosses with an underage illegal immigrant from Africa, who needs Marcel's help to hide from the police.",,6.8,97,93.0,10.787322,73532,Drama Comedy,AkiKaurism\u00e4ki,fr
Irreversible,2002,Drama Thriller Crime Mystery,Gaspar No\u00e9,Monica Bellucci Vincent Cassel Albert Dupontel Jo Prestia Philippe Nahon,paris prostitute rape sex nudity,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",Time destroys everything.,7.1,538,97.0,32.476098,979,Drama Thriller Crime Mystery,GasparNo\u00e9,fr
R100,2013,Comedy Drama,Hitoshi Matsumoto,Nao Omori Mao Daichi Shinobu Terajima Hairi Katagiri Eriko Sat\u00f4,dominatrix bdsm,Ruthless dominatrixes pursue a mild-mannered salesman who wants to get out of his unbreakable contract with a secret bondage club.,M For Father,5.4,31,100.0,3.21392,193722,Comedy Drama,HitoshiMatsumoto,ja
Rang De Basanti,2006,Drama,Rakeysh Omprakash Mehra,Aamir Khan Soha Ali Khan Alice Patten Sharman Joshi Kunal Kapoor,new delhi india students' movement war of independence student celebration,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",A Generation Awakens,7.2,97,157.0,5.206967,7913,Drama,RakeyshOmprakashMehra,hi
Animals,2014,Drama,Collin Schiffli,David Dastmalchian Kim Shaw John Heard John Hoogenakker Shon McGregory,,"ANIMALS tells the story of Jude and Bobbie: a young couple that exist somewhere between homelessness and the fantasy of their imaginations. Though they masterfully con and steal in an attempt to stay one step ahead of their addiction, they are ultimately forced to face the reality of their situation when one of them gets hospitalized.",,6.2,9,90.0,1.5846,253253,Drama,CollinSchiffli,en
Salvation Boulevard,2011,Comedy Thriller Action Drama,George Ratliff,Jennifer Connelly Marisa Tomei Pierce Brosnan Ed Harris Greg Kinnear,pastor church service spirituality religion,Set in the world of mega-churches in which a former Deadhead-turned-born again-Christian finds himself on the run from fundamentalist members of his mega-church who will do anything to protect their larger-than-life pastor.,Faith alone doesn’t cut it anymore,5.6,28,96.0,3.653305000000002,51995,Comedy Thriller Action Drama,GeorgeRatliff,en
The Ten,2007,Comedy,David Wain,Paul Rudd Adam Brody Jon Hamm Winona Ryder Ken Marino,independent film ventriloquist dummy multiple storylines sabbath brain scan,"Ten stories, each inspired by one of the ten commandments.","If He'd meant the commandments literally, He'd have written them in stone.",4.9,57,96.0,3.865122,13173,Comedy,DavidWain,en
A Room for Romeo Brass,1999,Drama Comedy Foreign,Shane Meadows,Paddy Considine Andrew Shim Frank Harper Vicky McClure Johann Myers,rejection friendship youth,"Two twelve-year-old boys, Romeo and Gavin, undergo an extraordinary test of character and friendship when Morell, a naive but eccentric and dangerous stranger, comes between them. Morell befriends with the two boys and later asks them to help him pursue Romeo's beautiful elder sister. He gradually becomes more violent after she rejects him.",,7.3,18,90.0,1.391958,22908,Drama Comedy Foreign,ShaneMeadows,en
Headhunters,2011,Thriller Crime,Morten Tyldum,Aksel Hennie Nikolaj Coster-Waldau Synn\u00f8ve Macody Lund Julie R. \u00d8lgaard Eivind Sander,death of lover art thief art gallery police investigation,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,The hunt is on.,7.1,399,100.0,20.821846,70670,Thriller Crime,MortenTyldum,en
Grabbers,2012,Science Fiction Comedy Thriller Horror,Jon Wright,Richard Coyle Ruth Bradley Russell Tovey Bronagh Gallagher David Pearse,monster ireland drunk beheaded,"Something sinister has come to the shores of Erin Island, unbeknownst to the quaint population of this sleepy fishing village resting somewhere off Ireland’s coast. First, some fishermen go missing. Then there is the rash of whale carcasses suddenly washing up on the beach. When the murders start, it’s up to two mismatched cops – an irresponsible alcoholic and his new partner, a by-the-book woman from the mainland – to protect the townsfolk from the giant, bloodsucking, tentacled aliens that prey upon them. Their only weapon, they discover, is booze. If they want to survive the creatures’ onslaught, everyone will have to get very, very drunk!","For the locals on Erin Island, it's last orders.",6.0,140,94.0,9.451228,84204,ScienceFiction Comedy Thriller Horror,JonWright,en
Saint Ralph,2004,Comedy Drama,Michael McGowan,Adam Butcher Campbell Scott Michael Kanev Gordon Pinsent Tamara Hope,sport independent film,"This Canadian made comedy/drama, set in Hamilton, Ontario in 1954, is a sweet and - at times - goofy story that becomes increasingly poignant as the minutes tick by. It's the fictional tale of a wayward 9th grader, Ralph (Adam Butcher), who is secretly living on his own while his widowed, hospitalized mother remains immersed in a coma. Frequently in trouble with Father Fitzpatrick (Gordon Pinsent), the principal of his all-boys, Catholic school, Ralph is considered something of a joke among peers until he decides to pull off a miracle that could save his mother, i.e., winning the Boston Marathon.  Coached by a younger priest and former runner, Father Hibbert (Campbell Scott), whose cynicism has been lifted by the boy's pure hope, Ralph applies himself to his unlikely mission, fending off naysayers and getting help along a very challenging path from sundry allies and friends.",He's hoping for a miracle. He doesn't have a prayer.,7.3,24,95.0,1.688495,25248,Comedy Drama,MichaelMcGowan,en
Miss Julie,2014,Drama,Liv Ullmann,Jessica Chastain Colin Farrell Samantha Morton Nora McMenamy,love triangle love irish valet woman director,"Over the course of a midsummer night in Fermanagh in 1890, an unsettled daughter of the Anglo-Irish aristocracy encourages her father's valet to seduce her.",Love is a foolish game,5.9,45,120.0,5.0330650000000015,230266,Drama,LivUllmann,en
Somewhere in Time,1980,Science Fiction Drama Fantasy Romance,Jeannot Szwarc,Christopher Reeve Jane Seymour Christopher Plummer Teresa Wright Bill Erwin,time travel playwright 1910s,"Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, ""Come back to me."" Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages – by self-hypnosis – to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time"" difference, and can Richard remain in a time that is not his?",Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.,7.2,102,103.0,5.9340160000000015,16633,ScienceFiction Drama Fantasy Romance,JeannotSzwarc,en
Dum Maaro Dum,2011,Drama Action Crime Foreign,Rohan Sippy,Abhishek Bachchan Bipasha Basu Deepika Padukone Rana Daggubati Prateik Babbar,goa drug bust rave party,"We hurtle into the bylanes, beach shacks and raves of Goa with Lorry as his life spirals out of control, with Joki as he tries to redeem the past and with Kamath as he goes no-holds-barred after the mysterious shadow figure behind it all... Punctuated with a soundtrack that moves from pulsating dance tracks to haunting Konkani songs, shot right in the midst of the teeming international tourist hotspots, Dum Maaro Dum takes you on a dramatic, thrilling trip filled with twists, turns, suspense... and a shocking finale!",Goa. Paradise on Earth. But every Paradise has a few snakes.,5.4,7,130.0,0.075817,63006,Drama Action Crime Foreign,RohanSippy,hi
Insidious: Chapter 2,2013,Horror Thriller,James Wan,Patrick Wilson Rose Byrne Ty Simpkins Lin Shaye Barbara Hershey,haunted house possession demon family ghost,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,It will take what you love most.,6.5,1211,106.0,48.375848,91586,Horror Thriller,JamesWan,en
Saw II,2005,Horror,Darren Lynn Bousman,Tobin Bell Shawnee Smith Donnie Wahlberg Franky G Glenn Plummer,riddle serial killer,"When a new murder victim is discovered with all the signs of Jigsaw's hand, Detective Eric Matthews begins a full investigation and apprehends Jigsaw with little effort. But for Jigsaw, getting caught is just another part of his plan. Eight more of his victims are already fighting for their lives and now it's time for Matthews to join the game...",Oh Yes... There Will Be Blood.,6.3,1251,92.0,42.187986,215,Horror,DarrenLynnBousman,en
10 Cloverfield Lane,2016,Thriller Science Fiction Drama,Dan Trachtenberg,Mary Elizabeth Winstead John Goodman John Gallagher Jr. Bradley Cooper Douglas M. Griffin,kidnapping bunker paranoia basement survivalist,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",Monsters come in many forms.,6.8,2468,103.0,53.698683,333371,Thriller ScienceFiction Drama,DanTrachtenberg,en
Jackass: The Movie,2002,Documentary Comedy,Jeff Tremaine,Johnny Knoxville Bam Margera Steve-O Chris Pontius Dave England,disgust pain stunts music video stuntman,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",Do not attempt this at home.,6.1,345,87.0,14.752587,9012,Documentary Comedy,JeffTremaine,en
Lights Out,2016,Horror Thriller,David F. Sandberg,Teresa Palmer Maria Bello Gabriel Bateman Alexander DiPersia Alicia Vela-Bailey,suicide darkness basement based on short story fear of the dark,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.",,6.3,1129,81.0,48.170508,345911,Horror Thriller,DavidF.Sandberg,en
Paranormal Activity 3,2011,Horror,Henry Joost,Katie Featherston Sprague Grayden Lauren Bittner Christopher Nicholas Smith Chloe Csengery,witch sister sister relationship sequel prequel haunting,"In 1988, evil begins to terrorize young sisters Katie and Kristi for the first time when an invisible entity resides in their home.",It Runs In The Family,5.9,669,83.0,29.15813,72571,Horror,HenryJoost,en
Ouija,2014,Horror,Stiles White,Olivia Cooke Ana Coto Daren Kagasoff Bianca A. Santos Douglas Smith,death of a friend swimming pool ouija ouija board teenager,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,Keep telling yourself it's just a game,4.9,983,89.0,56.30466,242512,Horror,StilesWhite,en
